room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,last_modified,latitude,longitude,location
5582751,1311,28946580,Shared room,,Vancouver BC,,Marpole,37,4.5,1,1.0,,27.0,,2017-06-11 19:52:03.627139,49.211366,-123.111104,0101000020E61000001B9DF3531CC75EC040BE840A0E9B4840
5203467,1311,26917629,Shared room,,Vancouver BC,,Downtown,19,4.5,4,1.0,,24.0,,2017-06-11 19:52:03.612616,49.278641,-123.122207,0101000020E6100000E8154F3DD2C75EC091291F82AAA34840
18653174,1311,20496880,Shared room,,Vancouver BC,,Fairview,3,5.0,1,1.0,,31.0,,2017-06-11 19:52:03.601187,49.263078,-123.133577,0101000020E6100000DC9F8B868CC85EC00726378AACA14840
12082496,1311,64755102,Shared room,,Vancouver BC,,Oakridge,6,5.0,2,1.0,,34.0,,2017-06-11 19:52:03.585181,49.232583,-123.127755,0101000020E6100000A1B94E232DC85EC0834D9D47C59D4840
13475753,1311,11337624,Shared room,,Vancouver BC,,Downtown,39,5.0,2,1.0,,27.0,,2017-06-11 19:52:03.572080,49.276643,-123.118974,0101000020E6100000C1C41F459DC75EC06BD5AE0969A34840
13979844,1311,63829759,Shared room,,Vancouver BC,,Fairview,1,0.0,2,1.0,,34.0,,2017-06-11 19:52:03.560539,49.26232,-123.132627,0101000020E610000043E4F4F57CC85EC01A8BA6B393A14840
19073601,1311,133164169,Shared room,,Vancouver BC,,West End,0,0.0,2,1.0,,40.0,,2017-06-11 19:52:03.550625,49.285366,-123.123039,0101000020E61000007C48F8DEDFC75EC0F7B182DF86A44840
11974597,1311,62475439,Shared room,,Vancouver BC,,Kitsilano,3,4.5,1,1.0,,25.0,,2017-06-11 19:52:03.541902,49.264888,-123.155303,0101000020E6100000207EFE7BF0C95EC02A8D98D9E7A14840
12400665,1311,67053523,Shared room,,Vancouver BC,,Riley Park,6,5.0,1,1.0,,34.0,,2017-06-11 19:52:03.530832,49.242769,-123.102102,0101000020E6100000CCB6D3D688C65EC0C7BDF90D139F4840
17110635,1311,43091882,Shared room,,Vancouver BC,,West End,17,5.0,2,1.0,,34.0,,2017-06-11 19:52:03.513988,49.289129,-123.135918,0101000020E6100000043C69E1B2C85EC0A0A9D72D02A54840
10272771,1311,50604582,Shared room,,Vancouver BC,,Downtown,69,4.5,1,1.0,,22.0,,2017-06-11 19:52:03.501971,49.275754,-123.127988,0101000020E6100000F39194F430C85EC0DFDE35E84BA34840
5319769,1311,27561085,Shared room,,Vancouver BC,,Mount Pleasant,25,4.5,1,1.0,,31.0,,2017-06-11 19:52:03.481348,49.262612,-123.104843,0101000020E6100000BB0D6ABFB5C65EC0C1C41F459DA14840
14689087,1311,30304826,Shared room,,Vancouver BC,,Mount Pleasant,68,5.0,2,1.0,,26.0,,2017-06-11 19:52:03.471249,49.264093,-123.095186,0101000020E61000005F42058717C65EC0200DA7CCCDA14840
11455182,1311,20083932,Entire home/apt,,Vancouver BC,,Downtown,0,0.0,12,6.0,,1259.0,,2017-06-11 19:51:13.321079,49.276537,-123.120748,0101000020E6100000ADC3D155BAC75EC025917D9065A34840
17271520,1311,92884365,Entire home/apt,,Vancouver BC,,Shaughnessy,0,0.0,10,4.0,,2060.0,,2017-06-11 19:49:01.334122,49.253402,-123.151554,0101000020E6100000FE648C0FB3C95EC0D95E0B7A6FA04840
18444837,1311,33187799,Entire home/apt,,Vancouver BC,,West Point Grey,0,0.0,7,6.0,,221.0,,2017-06-11 19:48:44.194216,49.261456,-123.208882,0101000020E610000047AE9B525ECD5EC0E7ABE46377A14840
